Timestamp,Position_X_m,Position_Y_m,Position_Z_m,Breite_m,Hoehe_m,Tiefe_m,Confidence
2026-02-05 00:47:26.941,1.2679,0.1446,0.1788,0.2600,0.3094,1.1006,3
2026-02-05 00:47:27.081,1.2679,0.1446,0.1783,0.2610,0.3079,1.1006,4
2026-02-05 00:47:27.220,1.2679,0.1412,0.1831,0.2617,0.3125,1.1006,5
2026-02-05 00:47:27.378,1.2679,0.1446,0.1788,0.2622,0.3101,1.1006,6
2026-02-05 00:47:27.529,1.2679,0.1447,0.1783,0.2625,0.3141,1.1006,7
2026-02-05 00:47:27.688,1.2679,0.1447,0.1788,0.2627,0.3112,1.1006,8
2026-02-05 00:47:27.820,1.2679,0.1457,0.1782,0.2635,0.3092,1.1006,9
2026-02-05 00:47:27.953,1.2679,0.1457,0.1783,0.2641,0.3080,1.1006,10
2026-02-05 00:47:28.095,1.2679,0.1376,0.1787,0.2597,0.3069,1.1006,11
2026-02-05 00:47:28.225,1.2679,0.1407,0.1784,0.2588,0.3090,1.1006,12
2026-02-05 00:47:28.356,1.2679,0.1412,0.1787,0.2582,0.3079,1.1006,13
2026-02-05 00:47:28.526,1.2679,0.1413,0.1789,0.2578,0.3068,1.1006,14
2026-02-05 00:47:28.663,1.2679,0.1409,0.1790,0.2575,0.3063,1.1006,15
2026-02-05 00:47:28.837,1.2679,0.1412,0.1783,0.2574,0.3058,1.1006,16
2026-02-05 00:47:29.013,1.2679,0.1406,0.1790,0.2571,0.3054,1.1006,17
2026-02-05 00:47:29.165,1.2679,0.1408,0.1784,0.2569,0.3050,1.1006,18
2026-02-05 00:47:29.307,1.2679,0.1281,0.1410,0.2503,0.2821,1.1006,19
2026-02-05 00:47:29.446,1.2679,0.1281,0.1408,0.2456,0.2666,1.1006,20
2026-02-05 00:47:29.587,1.2679,0.1281,0.1414,0.2421,0.2554,1.1006,21
2026-02-05 00:47:29.723,1.2679,0.1296,0.1409,0.2390,0.2478,1.1006,22
2026-02-05 00:47:29.888,1.2679,0.1210,0.1322,0.2321,0.2421,1.1006,23
2026-02-05 00:47:30.030,1.3032,0.1234,0.1284,0.2202,0.2307,0.9603,24
2026-02-05 00:47:30.169,1.6093,0.1208,0.1284,0.3930,0.2227,0.6722,25
2026-02-05 00:47:30.306,1.6108,0.1008,0.5524,0.5805,0.2288,0.3347,27
2026-02-05 00:47:30.445,1.6108,0.1008,0.5521,0.6684,0.2320,0.1716,29
2026-02-05 00:47:30.630,1.3893,0.1208,0.1284,0.7153,0.2236,0.2521,30
2026-02-05 00:47:30.789,1.3893,0.1233,0.1281,0.7468,0.2178,0.3084,31
2026-02-05 00:47:30.953,1.3893,0.1233,0.1282,0.7841,0.2142,0.3479,32
2026-02-05 00:47:31.117,1.4009,0.1233,0.1282,0.8146,0.2112,0.3824,33
2026-02-05 00:47:31.285,1.5204,0.1202,0.1280,0.6162,0.2091,0.4783,34
2026-02-05 00:47:31.472,1.7320,0.1197,0.1279,0.4768,0.2076,0.4184,35
2026-02-05 00:47:31.643,1.7320,0.1197,0.1280,0.3792,0.2066,0.3765,36
2026-02-05 00:47:31.803,1.7320,0.1199,0.1281,0.3108,0.2059,0.3472,37
2026-02-05 00:47:31.966,1.7320,0.1197,0.1281,0.2630,0.2054,0.3267,38
2026-02-05 00:47:32.148,1.6248,0.1063,0.7306,0.1863,0.2216,0.3242,40
2026-02-05 00:47:32.369,1.6248,0.1062,0.7181,0.1496,0.2221,0.3230,42
2026-02-05 00:47:32.556,1.6248,0.1063,0.7077,0.1310,0.2431,0.2358,44
2026-02-05 00:47:32.729,1.7320,0.1230,0.1276,0.1357,0.2313,0.2487,45
2026-02-05 00:47:32.901,1.7320,0.1277,0.1277,0.1390,0.2232,0.2577,46
2026-02-05 00:47:33.089,1.7320,0.1238,0.1277,0.1409,0.2174,0.2640,47
2026-02-05 00:47:33.325,1.7320,0.1272,0.1279,0.1429,0.2134,0.2685,48
2026-02-05 00:47:33.523,1.7320,0.1229,0.1281,0.1446,0.2107,0.2715,49
2026-02-05 00:47:33.738,1.7320,0.1327,0.1280,0.1516,0.2089,0.2737,50
2026-02-05 00:47:33.968,1.7320,0.1328,0.1280,0.1564,0.2077,0.2752,51
2026-02-05 00:47:34.254,1.5226,0.1328,0.1280,0.1445,0.2442,0.3553,53
2026-02-05 00:47:34.254,1.6384,0.2804,0.8755,0.1234,0.3539,0.0604,4
2026-02-05 00:47:34.562,1.5226,0.1328,0.1281,0.1386,0.2547,0.3946,55
2026-02-05 00:47:34.562,1.6384,0.2806,0.8926,0.1419,0.3503,0.0629,6
2026-02-05 00:47:34.851,1.6866,0.1224,0.1281,0.1409,0.2396,0.3266,56
2026-02-05 00:47:34.851,1.6378,0.2812,0.8754,0.1513,0.3382,0.0644,8
2026-02-05 00:47:35.161,1.6373,0.2816,0.8606,0.1634,0.2684,0.2181,58
2026-02-05 00:47:35.161,1.6128,-0.2283,0.9856,0.1312,0.2980,0.0609,9
2026-02-05 00:47:35.423,1.7705,0.1185,0.1293,0.1559,0.2490,0.1527,59
2026-02-05 00:47:35.423,1.6345,0.2608,0.8937,0.1423,0.3482,0.0671,10
2026-02-05 00:47:35.698,1.6345,0.2694,0.8741,0.1614,0.2834,0.0993,61
2026-02-05 00:47:35.698,1.6408,0.3839,0.8568,0.1333,0.2769,0.0644,11
2026-02-05 00:47:35.976,1.6345,0.2681,0.8739,0.1643,0.2982,0.0732,63
2026-02-05 00:47:35.976,1.6408,0.3839,0.8568,0.1333,0.2769,0.0644,11
2026-02-05 00:47:36.238,1.6345,0.2681,0.8756,0.1659,0.3077,0.0603,65
2026-02-05 00:47:36.238,1.6408,0.3839,0.8475,0.1270,0.2270,0.0625,12
2026-02-05 00:47:36.527,1.6408,0.3839,0.8174,0.1447,0.2281,0.0469,67
2026-02-05 00:47:36.527,1.6345,0.2681,0.9217,0.1446,0.2760,0.0682,13
2026-02-05 00:47:36.796,1.7705,0.1195,0.1320,0.1437,0.2231,0.0329,68
2026-02-05 00:47:36.796,1.6398,0.3733,0.8621,0.1391,0.2967,0.0686,15
2026-02-05 00:47:37.055,1.7705,0.1195,0.1299,0.1431,0.2173,0.0230,69
2026-02-05 00:47:37.056,1.6345,0.2690,0.9218,0.1535,0.3524,0.0725,16
2026-02-05 00:47:37.331,1.8300,0.1198,0.1320,0.1427,0.2139,0.0518,70
2026-02-05 00:47:37.331,1.6345,0.2681,0.9217,0.1632,0.3914,0.0752,17
2026-02-05 00:47:37.610,1.6311,0.2366,0.8837,0.1365,0.2422,0.0728,72
2026-02-05 00:47:37.610,1.6351,0.4583,1.0073,0.3409,0.3342,0.0706,18
2026-02-05 00:47:37.916,1.6311,0.2366,0.8837,0.1326,0.2569,0.0831,74
2026-02-05 00:47:37.916,1.6351,0.4583,1.0463,0.4099,0.2364,0.0651,20
2026-02-05 00:47:38.209,1.6311,0.2366,0.8837,0.1313,0.2632,0.0881,76
2026-02-05 00:47:38.210,1.6351,0.4583,1.0463,0.4099,0.2364,0.0651,20
2026-02-05 00:47:38.502,1.6311,0.2366,0.8835,0.1305,0.2662,0.0906,78
2026-02-05 00:47:38.502,1.6351,0.4583,1.0593,0.5099,0.2257,0.0635,21
2026-02-05 00:47:38.814,1.6311,0.2366,0.8835,0.1295,0.2689,0.0918,80
2026-02-05 00:47:38.815,1.6351,0.4583,1.0471,0.5792,0.1986,0.0624,22
2026-02-05 00:47:39.095,1.6311,0.2369,0.8837,0.1288,0.2691,0.0924,82
2026-02-05 00:47:39.095,1.6351,0.4583,1.0471,0.6268,0.2001,0.0617,23
2026-02-05 00:47:39.403,1.8300,0.1173,0.1322,0.1312,0.2518,0.1004,83
2026-02-05 00:47:39.403,1.6351,0.4583,1.0250,0.5454,0.1970,0.0608,25
2026-02-05 00:47:39.674,1.7880,0.1151,0.1323,0.1315,0.2397,0.0898,84
2026-02-05 00:47:39.675,1.6351,0.4583,1.0250,0.5454,0.1970,0.0608,25
2026-02-05 00:47:39.988,1.7880,0.1152,0.1322,0.1317,0.2312,0.0824,85
2026-02-05 00:47:39.988,1.6293,0.1124,1.4265,0.3446,0.2137,0.0675,27
2026-02-05 00:47:40.301,1.7880,0.1149,0.1323,0.1318,0.2252,0.0772,86
2026-02-05 00:47:40.302,1.6293,0.1124,1.4299,0.2461,0.2045,0.0708,29
2026-02-05 00:47:40.606,1.7880,0.1156,0.1322,0.1321,0.2211,0.0736,87
2026-02-05 00:47:40.606,1.6367,0.2375,1.2988,0.1677,0.1987,0.1368,32
2026-02-05 00:47:40.947,1.7880,0.1156,0.1322,0.1324,0.2165,0.0710,88
2026-02-05 00:47:40.947,1.6367,0.2373,1.2988,0.1402,0.1766,0.1362,36
2026-02-05 00:47:41.264,1.7880,0.1156,0.1292,0.1325,0.2149,0.0693,89
2026-02-05 00:47:41.264,1.6367,0.2345,1.2977,0.1334,0.1688,0.1344,40
2026-02-05 00:47:41.564,1.7880,0.1156,0.1322,0.1326,0.2116,0.0680,90
2026-02-05 00:47:41.564,1.6250,0.2024,1.2540,0.1221,0.1557,0.1524,43
2026-02-05 00:47:41.868,1.7880,0.1156,0.1322,0.1327,0.2115,0.0671,91
2026-02-05 00:47:41.868,1.6250,0.2029,1.2539,0.1217,0.1508,0.1589,46
2026-02-05 00:47:42.173,1.7880,0.1156,0.1322,0.1327,0.2115,0.0665,92
2026-02-05 00:47:42.174,1.6250,0.2024,1.2539,0.1181,0.1687,0.1611,49

STATISTIKEN

MITTELWERTE:
Durchschnittliche Breite (m):,0.2478
Durchschnittliche Höhe (m):,0.2512
Durchschnittliche Tiefe (m):,0.3667
Anzahl Einträge:,100
