Timestamp,Position_X_m,Position_Y_m,Position_Z_m,Breite_m,Hoehe_m,Tiefe_m,Confidence
2026-02-04 21:46:41.134,1.0882,0.1891,0.2640,0.4749,0.4770,1.5489,3
2026-02-04 21:46:41.366,1.0882,0.1891,0.2640,0.4755,0.4770,1.5489,4
2026-02-04 21:46:41.607,1.0882,0.1891,0.2640,0.4760,0.4770,1.5489,5
2026-02-04 21:46:41.861,1.0882,0.1891,0.2640,0.4763,0.4770,1.5489,6
2026-02-04 21:46:42.106,1.0882,0.1891,0.2640,0.4765,0.4770,1.5489,7
2026-02-04 21:46:42.366,1.0882,0.1891,0.2640,0.4766,0.4770,1.5489,8
2026-02-04 21:46:42.614,1.0882,0.1891,0.2640,0.4768,0.4770,1.5489,9
2026-02-04 21:46:42.864,1.0882,0.1891,0.2640,0.4768,0.4770,1.5489,10
2026-02-04 21:46:43.139,1.0882,0.1891,0.2640,0.4769,0.4770,1.5489,11
2026-02-04 21:46:43.395,1.0882,0.1891,0.2640,0.4769,0.4770,1.5489,12
2026-02-04 21:46:43.655,1.0882,0.1891,0.2640,0.4769,0.4770,1.5489,13
2026-02-04 21:46:43.918,1.0882,0.1891,0.2640,0.4770,0.4770,1.5489,14
2026-02-04 21:46:44.180,1.0882,0.1906,0.2640,0.4779,0.4770,1.5489,15
2026-02-04 21:46:44.442,1.0882,0.1906,0.2640,0.4785,0.4770,1.5489,16
2026-02-04 21:46:44.710,1.0882,0.1906,0.2640,0.4790,0.4770,1.5489,17
2026-02-04 21:46:44.979,1.0882,0.1906,0.2640,0.4793,0.4770,1.5489,18
2026-02-04 21:46:45.261,1.0882,0.1906,0.2640,0.4795,0.4770,1.5489,19
2026-02-04 21:46:45.551,1.0882,0.1906,0.2640,0.4796,0.4770,1.5489,20
2026-02-04 21:46:45.844,1.0882,0.1891,0.2640,0.4788,0.4770,1.5489,21
2026-02-04 21:46:46.147,1.0882,0.1891,0.2640,0.4783,0.4770,1.5489,22
2026-02-04 21:46:46.452,1.0882,0.1891,0.2640,0.4779,0.4770,1.5489,23
