Timestamp,Position_X_m,Position_Y_m,Position_Z_m,Breite_m,Hoehe_m,Tiefe_m,Confidence
2026-02-04 22:33:22.925,1.1583,0.1172,0.2572,0.4952,0.4752,1.3875,3
2026-02-04 22:33:23.062,1.1583,0.1172,0.2575,0.4929,0.4755,1.3875,4
2026-02-04 22:33:23.199,1.1583,0.1172,0.2576,0.4912,0.4754,1.3875,5
2026-02-04 22:33:23.340,1.1583,0.1155,0.2575,0.4911,0.4755,1.3875,6
2026-02-04 22:33:23.481,1.1583,0.1155,0.2575,0.4910,0.4755,1.3875,7
2026-02-04 22:33:23.632,1.1583,0.1155,0.2574,0.4909,0.4754,1.3875,8
2026-02-04 22:33:23.759,1.1583,0.1155,0.2575,0.4915,0.4754,1.3875,9
2026-02-04 22:33:23.886,1.1583,0.1155,0.2573,0.4913,0.4757,1.3875,10
2026-02-04 22:33:24.002,1.1583,0.1153,0.2574,0.4913,0.4757,1.3875,11
2026-02-04 22:33:24.119,1.1583,0.1153,0.2575,0.4912,0.4757,1.3875,12
2026-02-04 22:33:24.235,1.1583,0.1153,0.2575,0.4912,0.4758,1.3875,13
2026-02-04 22:33:24.351,1.1583,0.1153,0.2575,0.4912,0.4758,1.3875,14
2026-02-04 22:33:24.468,1.1583,0.1153,0.2575,0.4912,0.4758,1.3875,15
2026-02-04 22:33:24.585,1.1583,0.1152,0.2575,0.4912,0.4760,1.3875,16
2026-02-04 22:33:24.714,1.1583,0.1152,0.2575,0.4918,0.4761,1.3875,17
2026-02-04 22:33:24.862,1.1583,0.1113,0.2575,0.4899,0.4760,1.3875,18
2026-02-04 22:33:24.994,1.1583,0.1113,0.2575,0.4889,0.4760,1.3875,19
2026-02-04 22:33:25.156,1.1583,0.1107,0.2575,0.4882,0.4760,1.3875,20
2026-02-04 22:33:25.276,1.1583,0.1107,0.2577,0.4873,0.4759,1.3875,21
2026-02-04 22:33:25.398,1.1583,0.1111,0.2575,0.4867,0.4759,1.3875,22
2026-02-04 22:33:25.520,1.1583,0.1107,0.2575,0.4862,0.4759,1.3875,23
2026-02-04 22:33:25.641,1.1583,0.1105,0.2575,0.4863,0.4759,1.3875,24
2026-02-04 22:33:25.762,1.1583,0.1113,0.2575,0.4860,0.4758,1.3875,25
2026-02-04 22:33:25.914,1.1583,0.1148,0.2575,0.4835,0.4758,1.3875,26
2026-02-04 22:33:26.037,1.1583,0.1151,0.2575,0.4818,0.4758,1.3875,27
2026-02-04 22:33:26.160,1.1583,0.1150,0.2575,0.4806,0.4758,1.3875,28
2026-02-04 22:33:26.284,1.1583,0.1151,0.2576,0.4797,0.4758,1.3875,29
2026-02-04 22:33:26.410,1.1583,0.1148,0.2576,0.4792,0.4758,1.3875,30
2026-02-04 22:33:26.539,1.1748,0.1181,0.2575,0.4810,0.4759,1.3974,31
2026-02-04 22:33:26.664,1.1748,0.1181,0.2575,0.4823,0.4759,1.4043,32
2026-02-04 22:33:26.792,1.1748,0.1182,0.2576,0.4833,0.4759,1.4092,33
2026-02-04 22:33:26.921,1.1748,0.1181,0.2575,0.4840,0.4759,1.4125,34
2026-02-04 22:33:27.096,1.1748,0.1181,0.2574,0.4844,0.4760,1.4149,35
2026-02-04 22:33:27.243,1.1748,0.1182,0.2575,0.4848,0.4759,1.4166,36
2026-02-04 22:33:27.386,1.1748,0.1182,0.2578,0.4850,0.4759,1.4177,37
2026-02-04 22:33:27.536,1.1748,0.1179,0.2575,0.4851,0.4759,1.4186,38
2026-02-04 22:33:27.697,1.1748,0.1233,0.2575,0.4838,0.4761,1.4191,39
2026-02-04 22:33:27.830,1.1748,0.1234,0.2575,0.4830,0.4760,1.4195,40
2026-02-04 22:33:27.961,1.1748,0.1233,0.2576,0.4815,0.4760,1.4198,41
2026-02-04 22:33:28.093,1.1748,0.1234,0.2575,0.4813,0.4760,1.4200,42
2026-02-04 22:33:28.225,1.1748,0.1233,0.2578,0.4812,0.4761,1.4201,43
2026-02-04 22:33:28.388,1.1748,0.1171,0.2577,0.4774,0.4760,1.4202,44
2026-02-04 22:33:28.521,1.1748,0.1170,0.2575,0.4748,0.4761,1.4203,45
2026-02-04 22:33:28.655,1.1748,0.1171,0.2575,0.4729,0.4762,1.4203,46
2026-02-04 22:33:28.789,1.1748,0.1171,0.2576,0.4716,0.4762,1.4204,47
2026-02-04 22:33:28.925,1.1748,0.1171,0.2577,0.4707,0.4763,1.4204,48
2026-02-04 22:33:29.080,1.1748,0.1171,0.2578,0.4701,0.4762,1.4204,49
2026-02-04 22:33:29.219,1.1748,0.1171,0.2577,0.4696,0.4761,1.4204,50
2026-02-04 22:33:29.356,1.1748,0.1170,0.2575,0.4693,0.4761,1.4204,51
2026-02-04 22:33:29.494,1.1748,0.1162,0.2577,0.4691,0.4761,1.4204,52
2026-02-04 22:33:29.643,1.1748,0.1171,0.2576,0.4690,0.4762,1.4204,53
2026-02-04 22:33:29.800,1.1748,0.1172,0.2575,0.4690,0.4762,1.4204,54
2026-02-04 22:33:29.940,1.1748,0.1172,0.2575,0.4689,0.4758,1.4204,55
2026-02-04 22:33:30.081,1.1748,0.1165,0.2577,0.4688,0.4758,1.4204,56
2026-02-04 22:33:30.224,1.1748,0.1151,0.2574,0.4701,0.4758,1.4204,57
2026-02-04 22:33:30.366,1.1748,0.1151,0.2575,0.4710,0.4759,1.4204,58
2026-02-04 22:33:30.531,1.1748,0.1150,0.2575,0.4713,0.4759,1.4204,59
2026-02-04 22:33:30.675,1.1748,0.1151,0.2574,0.4717,0.4756,1.4204,60
2026-02-04 22:33:30.819,1.1748,0.1151,0.2575,0.4721,0.4754,1.4204,61
2026-02-04 22:33:30.973,1.1748,0.1151,0.2575,0.4724,0.4755,1.4204,62
2026-02-04 22:33:31.122,1.1748,0.1151,0.2574,0.4723,0.4752,1.4204,63
2026-02-04 22:33:31.291,1.1748,0.1150,0.2567,0.4725,0.4755,1.4204,64
2026-02-04 22:33:31.441,1.1748,0.1151,0.2577,0.4726,0.4754,1.4204,65
2026-02-04 22:33:31.590,1.1748,0.1151,0.2577,0.4728,0.4756,1.4204,66
2026-02-04 22:33:31.741,1.1748,0.1150,0.2575,0.4729,0.4757,1.4204,67
2026-02-04 22:33:31.892,1.1748,0.1150,0.2575,0.4729,0.4756,1.4204,68
2026-02-04 22:33:32.063,1.1748,0.1150,0.2577,0.4726,0.4757,1.4204,69
2026-02-04 22:33:32.224,1.1748,0.1150,0.2575,0.4727,0.4758,1.4204,70
2026-02-04 22:33:32.376,1.1748,0.1150,0.2574,0.4728,0.4758,1.4204,71
2026-02-04 22:33:32.529,1.1748,0.1144,0.2575,0.4725,0.4758,1.4204,72
2026-02-04 22:33:32.681,1.1748,0.1150,0.2575,0.4726,0.4758,1.4204,73
2026-02-04 22:33:32.853,1.1748,0.1150,0.2577,0.4727,0.4758,1.4204,74
2026-02-04 22:33:33.010,1.1748,0.1150,0.2577,0.4727,0.4758,1.4204,75
2026-02-04 22:33:33.164,1.1748,0.1149,0.2577,0.4728,0.4757,1.4204,76
2026-02-04 22:33:33.320,1.1748,0.1151,0.2577,0.4728,0.4756,1.4204,77
2026-02-04 22:33:33.476,1.1748,0.1151,0.2576,0.4729,0.4757,1.4204,78
2026-02-04 22:33:33.659,1.1748,0.1151,0.2576,0.4729,0.4757,1.4204,79
2026-02-04 22:33:33.821,1.1748,0.1150,0.2573,0.4729,0.4758,1.4204,80
2026-02-04 22:33:33.979,1.1748,0.1151,0.2575,0.4729,0.4759,1.4204,81
2026-02-04 22:33:34.137,1.1748,0.1151,0.2577,0.4729,0.4757,1.4204,82
2026-02-04 22:33:34.300,1.1748,0.1173,0.2578,0.4716,0.4757,1.4204,83
2026-02-04 22:33:34.477,1.1748,0.1175,0.2575,0.4706,0.4756,1.4204,84
2026-02-04 22:33:34.637,1.1748,0.1173,0.2577,0.4699,0.4757,1.4204,85
2026-02-04 22:33:34.801,1.1748,0.1174,0.2575,0.4694,0.4757,1.4204,86
2026-02-04 22:33:34.965,1.1748,0.1172,0.2577,0.4692,0.4755,1.4204,87
2026-02-04 22:33:35.138,1.1748,0.1172,0.2577,0.4691,0.4754,1.4204,88
2026-02-04 22:33:35.322,1.1748,0.1173,0.2575,0.4689,0.4752,1.4204,89
2026-02-04 22:33:35.484,1.1748,0.1172,0.2575,0.4689,0.4753,1.4204,90
2026-02-04 22:33:35.651,1.1748,0.1173,0.2571,0.4688,0.4753,1.4204,91
2026-02-04 22:33:35.817,1.1748,0.1172,0.2569,0.4683,0.4756,1.4204,92
2026-02-04 22:33:35.983,1.1748,0.1172,0.2571,0.4682,0.4755,1.4204,93
2026-02-04 22:33:36.168,1.1748,0.1174,0.2578,0.4683,0.4754,1.4204,94
