Timestamp,Position_X_m,Position_Y_m,Position_Z_m,Breite_m,Hoehe_m,Tiefe_m,Confidence
2026-02-04 21:48:35.237,1.0523,0.1758,0.2415,0.4410,0.4335,1.4776,3
2026-02-04 21:48:35.554,1.0523,0.1758,0.2415,0.4410,0.4330,1.4776,4
2026-02-04 21:48:35.831,1.0523,0.1728,0.2310,0.4428,0.4264,1.4776,5
2026-02-04 21:48:36.104,1.0523,0.1728,0.2310,0.4441,0.4218,1.4776,6
2026-02-04 21:48:36.387,1.0523,0.1713,0.2310,0.4458,0.4186,1.4776,7
2026-02-04 21:48:36.674,1.0523,0.1728,0.1800,0.4462,0.3857,1.4776,8
2026-02-04 21:48:36.958,1.0523,0.1728,0.1800,0.4464,0.3627,1.4776,9
2026-02-04 21:48:37.245,1.0523,0.1728,0.1800,0.4466,0.3466,1.4776,10
2026-02-04 21:48:37.514,1.0523,0.1728,0.1920,0.4467,0.3425,1.4776,11
2026-02-04 21:48:37.777,1.0523,0.1728,0.1920,0.4468,0.3397,1.4776,12
2026-02-04 21:48:38.042,1.0523,0.1728,0.1920,0.4469,0.3377,1.4776,13
2026-02-04 21:48:38.295,1.0523,0.1728,0.1920,0.4469,0.3363,1.4776,14
2026-02-04 21:48:38.551,1.0523,0.1728,0.1920,0.4469,0.3353,1.4776,15
2026-02-04 21:48:38.814,1.0523,0.1728,0.1920,0.4470,0.3346,1.4776,16
2026-02-04 21:48:39.085,1.0523,0.1728,0.1920,0.4470,0.3341,1.4776,17
2026-02-04 21:48:39.345,1.0523,0.1728,0.2070,0.4470,0.3428,1.4776,18
2026-02-04 21:48:39.608,1.0523,0.1728,0.2070,0.4470,0.3488,1.4776,19
2026-02-04 21:48:39.876,1.0523,0.1728,0.1920,0.4470,0.3441,1.4776,20
2026-02-04 21:48:40.139,1.0523,0.1728,0.2070,0.4470,0.3498,1.4776,21
2026-02-04 21:48:40.402,1.0523,0.1773,0.1800,0.4497,0.3375,1.4776,22
2026-02-04 21:48:40.661,1.0523,0.1773,0.1800,0.4516,0.3290,1.4776,23
2026-02-04 21:48:40.918,1.0523,0.1788,0.1800,0.4538,0.3230,1.4776,24
2026-02-04 21:48:41.177,1.0523,0.1773,0.1800,0.4545,0.3188,1.4776,25
2026-02-04 21:48:41.440,1.0523,0.1788,0.1800,0.4558,0.3159,1.4776,26
2026-02-04 21:48:41.693,1.0523,0.1788,0.1800,0.4568,0.3138,1.4776,27
2026-02-04 21:48:41.944,1.0523,0.1773,0.1800,0.4583,0.3124,1.4776,28
2026-02-04 21:48:42.200,1.0523,0.1773,0.2415,0.4594,0.3483,1.4776,29
2026-02-04 21:48:42.457,1.0523,0.1773,0.2415,0.4602,0.3734,1.4776,30
2026-02-04 21:48:42.715,1.0523,0.1773,0.2415,0.4607,0.3910,1.4776,31
2026-02-04 21:48:42.978,1.0523,0.1773,0.2415,0.4611,0.4033,1.4776,32
2026-02-04 21:48:43.239,1.0523,0.1773,0.2415,0.4614,0.4119,1.4776,33
2026-02-04 21:48:43.502,1.0523,0.1848,0.2415,0.4571,0.4179,1.4776,34
2026-02-04 21:48:43.776,1.0523,0.1773,0.2565,0.4585,0.4311,1.4776,35
2026-02-04 21:48:44.043,1.0523,0.1773,0.2565,0.4596,0.4404,1.4776,36
2026-02-04 21:48:44.316,1.0523,0.1773,0.2565,0.4603,0.4469,1.4776,37
2026-02-04 21:48:44.598,1.0523,0.1773,0.2565,0.4608,0.4514,1.4776,38
2026-02-04 21:48:44.883,1.0523,0.1773,0.2565,0.4612,0.4546,1.4776,39
2026-02-04 21:48:45.168,1.0523,0.1773,0.2565,0.4614,0.4568,1.4776,40
2026-02-04 21:48:45.462,1.0523,0.1773,0.2565,0.4616,0.4584,1.4776,41
2026-02-04 21:48:45.755,1.0523,0.1773,0.2565,0.4617,0.4595,1.4776,42
2026-02-04 21:48:46.045,1.0523,0.1758,0.2565,0.4627,0.4602,1.4776,43
2026-02-04 21:48:46.349,1.0523,0.1758,0.2580,0.4634,0.4617,1.4776,44
2026-02-04 21:48:46.647,1.0523,0.1758,0.2580,0.4639,0.4627,1.4776,45
2026-02-04 21:48:46.942,1.0523,0.1758,0.2580,0.4642,0.4634,1.4776,46
2026-02-04 21:48:47.242,1.0523,0.1758,0.2580,0.4644,0.4639,1.4776,47
2026-02-04 21:48:47.544,1.0523,0.1758,0.2580,0.4646,0.4642,1.4776,48
2026-02-04 21:48:47.849,1.0523,0.1773,0.2580,0.4656,0.4644,1.4776,49
2026-02-04 21:48:48.164,1.0523,0.1773,0.2580,0.4663,0.4646,1.4776,50
2026-02-04 21:48:48.477,1.0523,0.1788,0.2580,0.4659,0.4647,1.4776,51
2026-02-04 21:48:48.796,1.0523,0.1788,0.2580,0.4657,0.4648,1.4776,52
2026-02-04 21:48:49.131,1.0523,0.1788,0.2580,0.4655,0.4649,1.4776,53
2026-02-04 21:48:49.464,1.0523,0.1788,0.2580,0.4653,0.4649,1.4776,54
2026-02-04 21:48:49.798,1.0523,0.1788,0.2580,0.4652,0.4649,1.4776,55
