Timestamp,Position_X_m,Position_Y_m,Position_Z_m,Breite_m,Hoehe_m,Tiefe_m,Confidence
2026-02-04 21:33:42.277,1.0192,0.1467,0.1485,0.2018,0.2476,1.3698,3
2026-02-04 21:33:42.475,1.0192,0.1471,0.1495,0.2009,0.2462,1.3698,4
2026-02-04 21:33:42.664,1.0192,0.1471,0.1336,0.2003,0.2373,1.3698,5
2026-02-04 21:33:42.853,1.0192,0.1422,0.1502,0.1969,0.2412,1.3698,6
2026-02-04 21:33:43.040,1.0192,0.1422,0.1257,0.1946,0.2344,1.3698,7
2026-02-04 21:33:43.221,1.0192,0.1422,0.1500,0.1929,0.2297,1.3698,8
2026-02-04 21:33:43.406,1.4849,0.4962,0.2060,0.1591,0.2818,0.9698,10
2026-02-04 21:33:43.584,1.0192,0.1435,0.1338,0.1689,0.2725,1.0898,11
2026-02-04 21:33:43.762,1.0192,0.1471,0.1336,0.1779,0.2564,1.1738,12
2026-02-04 21:33:43.946,1.4849,0.4957,0.1862,0.1535,0.2660,0.8738,14
2026-02-04 21:33:44.125,1.0192,0.1463,0.1321,0.1666,0.2614,1.0226,15
2026-02-04 21:33:44.311,1.4849,0.4958,0.1696,0.1480,0.2855,0.7997,17
2026-02-04 21:33:44.494,1.4849,0.4957,0.1705,0.1388,0.2979,0.6904,19
2026-02-04 21:33:44.677,1.0192,0.1463,0.1497,0.1563,0.2732,0.8943,20
2026-02-04 21:33:44.869,1.0192,0.1463,0.1497,0.1686,0.2665,1.0369,21
2026-02-04 21:33:45.056,1.0192,0.1463,0.1321,0.1771,0.2521,1.1368,22
2026-02-04 21:33:45.240,1.0192,0.1465,0.1336,0.1831,0.2412,1.2067,23
2026-02-04 21:33:45.424,1.0192,0.1463,0.1336,0.1873,0.2345,1.2556,24
2026-02-04 21:33:45.609,1.0192,0.1466,0.1500,0.1900,0.2298,1.2899,25
2026-02-04 21:33:45.793,1.0192,0.1463,0.1499,0.1920,0.2266,1.3138,26
2026-02-04 21:33:45.979,1.0192,0.1464,0.1337,0.1941,0.2243,1.3306,27
2026-02-04 21:33:46.159,1.0192,0.1471,0.1326,0.1955,0.2226,1.3424,28
2026-02-04 21:33:46.345,1.0192,0.1464,0.1336,0.1962,0.2206,1.3506,29
2026-02-04 21:33:46.539,1.0192,0.1464,0.1336,0.1970,0.2192,1.3564,30
2026-02-04 21:33:46.729,1.0192,0.1447,0.1327,0.1965,0.2181,1.3604,31
2026-02-04 21:33:46.915,1.0192,0.1404,0.1322,0.1942,0.2173,1.3632,32
2026-02-04 21:33:47.103,1.0192,0.1416,0.1328,0.1922,0.2177,1.3652,33
2026-02-04 21:33:47.291,1.0192,0.1416,0.1331,0.1905,0.2170,1.3666,34
2026-02-04 21:33:47.487,1.0192,0.1410,0.1323,0.1893,0.2165,1.3675,35
2026-02-04 21:33:47.684,1.0192,0.1406,0.1329,0.1884,0.2161,1.3682,36
2026-02-04 21:33:47.882,1.0192,0.1420,0.1323,0.1879,0.2184,1.3687,37
2026-02-04 21:33:48.072,1.0192,0.1410,0.1322,0.1880,0.2185,1.3690,38
2026-02-04 21:33:48.271,1.0192,0.1420,0.1331,0.1881,0.2176,1.3693,39
2026-02-04 21:33:48.465,1.0192,0.1410,0.1328,0.1876,0.2174,1.3694,40
2026-02-04 21:33:48.657,1.0192,0.1410,0.1322,0.1870,0.2177,1.3695,41
2026-02-04 21:33:48.848,1.0192,0.1416,0.1330,0.1869,0.2174,1.3696,42
2026-02-04 21:33:49.050,1.0192,0.1416,0.1323,0.1875,0.2172,1.3697,43
2026-02-04 21:33:49.246,1.0192,0.1415,0.1491,0.1880,0.2170,1.3697,44
2026-02-04 21:33:49.445,1.0192,0.1416,0.1330,0.1881,0.2169,1.3697,45
2026-02-04 21:33:49.647,1.0192,0.1412,0.1331,0.1880,0.2166,1.3698,46
2026-02-04 21:33:49.849,1.0192,0.1416,0.1490,0.1883,0.2269,1.3698,47
2026-02-04 21:33:50.059,1.0192,0.1412,0.1491,0.1885,0.2335,1.3698,48
2026-02-04 21:33:50.262,1.0192,0.1418,0.1332,0.1884,0.2282,1.3698,49
2026-02-04 21:33:50.464,1.0192,0.1412,0.1502,0.1884,0.2250,1.3698,50
2026-02-04 21:33:50.643,1.0192,0.1418,0.1365,0.1886,0.2227,1.3698,51
2026-02-04 21:33:50.842,1.0192,0.1412,0.1502,0.1884,0.2216,1.3698,52
2026-02-04 21:33:51.044,1.0192,0.1416,0.1331,0.1882,0.2224,1.3698,53
2026-02-04 21:33:51.224,1.6072,0.1425,0.1502,0.1876,0.2313,1.0170,54
2026-02-04 21:33:51.426,1.6072,0.1425,0.1501,0.1872,0.2375,0.7700,55
2026-02-04 21:33:51.624,1.6072,0.1425,0.1502,0.1870,0.2335,0.5971,56
2026-02-04 21:33:51.832,1.6072,0.1428,0.1502,0.1867,0.2387,0.4761,57
2026-02-04 21:33:52.034,1.6072,0.1434,0.1502,0.1865,0.2421,0.3914,58
2026-02-04 21:33:52.232,1.6072,0.1434,0.1492,0.1864,0.2444,0.3321,59
2026-02-04 21:33:52.440,1.6072,0.1434,0.1495,0.1859,0.2467,0.2905,60
2026-02-04 21:33:52.670,1.6072,0.1427,0.1502,0.1859,0.2477,0.2615,61
2026-02-04 21:33:52.906,1.5066,0.5343,0.3989,0.1545,0.2557,0.1938,63
2026-02-04 21:33:53.109,1.5054,0.5217,0.2733,0.1466,0.3306,0.1614,65
2026-02-04 21:33:53.317,1.5054,0.5217,0.2745,0.1428,0.3578,0.1455,67
2026-02-04 21:33:53.527,1.5054,0.5217,0.2728,0.1404,0.3853,0.1377,69
2026-02-04 21:33:53.768,1.5054,0.5217,0.2728,0.1392,0.3993,0.1339,71
2026-02-04 21:33:53.986,1.5054,0.5215,0.2728,0.1392,0.4008,0.1320,73
2026-02-04 21:33:54.201,1.5054,0.5212,0.2604,0.1392,0.4064,0.1311,75
2026-02-04 21:33:54.414,1.5054,0.5212,0.2745,0.1392,0.4096,0.1307,77
2026-02-04 21:33:54.629,1.5054,0.5212,0.2604,0.1392,0.4104,0.1304,79
2026-02-04 21:33:54.841,1.5054,0.5212,0.2745,0.1392,0.4116,0.1303,81
2026-02-04 21:33:55.054,1.5054,0.5212,0.2728,0.1392,0.4127,0.1303,83
2026-02-04 21:33:55.265,1.5054,0.5212,0.2728,0.1393,0.4074,0.1302,85
2026-02-04 21:33:55.487,1.5054,0.5212,0.2604,0.1392,0.4106,0.1302,87
2026-02-04 21:33:55.701,1.5054,0.5212,0.2745,0.1393,0.4065,0.1302,89
2026-02-04 21:33:55.916,1.5054,0.5212,0.2604,0.1393,0.4013,0.1302,91
2026-02-04 21:33:56.131,1.5054,0.5212,0.2728,0.1392,0.3934,0.1302,93
2026-02-04 21:33:56.346,1.5054,0.5212,0.2745,0.1393,0.3970,0.1302,95
2026-02-04 21:33:56.563,1.5054,0.5212,0.2728,0.1393,0.4050,0.1302,97
2026-02-04 21:33:56.782,1.5054,0.5212,0.2745,0.1393,0.4081,0.1302,99
2026-02-04 21:33:56.996,1.5054,0.5212,0.2728,0.1393,0.3950,0.1302,101
2026-02-04 21:33:57.197,1.6042,0.1459,0.1486,0.1554,0.3516,0.1511,102
2026-02-04 21:33:57.407,1.6042,0.1459,0.1490,0.1666,0.3213,0.1657,103
2026-02-04 21:33:57.608,1.6042,0.1459,0.1486,0.1745,0.3001,0.1759,104
2026-02-04 21:33:57.814,1.6042,0.1459,0.1489,0.1800,0.2852,0.1830,105
2026-02-04 21:33:58.019,1.6042,0.1460,0.1493,0.1839,0.2745,0.1880,106
2026-02-04 21:33:58.223,1.6042,0.1460,0.1363,0.1866,0.2670,0.1916,107
2026-02-04 21:33:58.427,1.6042,0.1460,0.1202,0.1885,0.2617,0.1940,108
2026-02-04 21:33:58.631,1.6042,0.1459,0.1487,0.1898,0.2582,0.1957,109
2026-02-04 21:33:58.833,1.6042,0.1460,0.1363,0.1908,0.2559,0.1969,110
2026-02-04 21:33:59.039,1.6042,0.1460,0.1363,0.1914,0.2543,0.1978,111
2026-02-04 21:33:59.254,1.6042,0.1460,0.1491,0.1918,0.2532,0.1984,112
2026-02-04 21:33:59.462,1.6042,0.1460,0.1492,0.1921,0.2524,0.1988,113
2026-02-04 21:33:59.666,1.6072,0.1427,0.1495,0.1903,0.2465,0.1972,114
2026-02-04 21:33:59.898,1.6072,0.1428,0.1366,0.1890,0.2401,0.1962,115
2026-02-04 21:34:00.107,1.6072,0.1427,0.1364,0.1881,0.2355,0.1954,116
2026-02-04 21:34:00.315,1.6072,0.1426,0.1489,0.1875,0.2226,0.1949,117
2026-02-04 21:34:00.522,1.6072,0.1426,0.1365,0.1871,0.2234,0.1945,118
